"","trial","rt_col","PartID","Subgroup","reindex"
"1834",578,369.3333333,"ABCD_1764","DD",46
"1835",590,218.6666667,"ABCD_1764","DD",47
"1857",41,470.666666666669,"ABCD_1767","DD",1
"1858",50,458.666666666663,"ABCD_1767","DD",2
"1859",56,890.666666666663,"ABCD_1767","DD",3
"1867",152,200.000000000011,"ABCD_1767","DD",11
"1871",215,880.000000000011,"ABCD_1767","DD",15
"1883",344,340.000000000014,"ABCD_1767","DD",27
"1900",554,140.000000000025,"ABCD_1767","DD",44
"1926",41,369.333333333326,"ABCD_1768","DD",1
"1928",56,650.666666666682,"ABCD_1768","DD",3
"1929",71,9.33333333333053,"ABCD_1768","DD",4
"1932",113,409.333333333318,"ABCD_1768","DD",7
"1940",215,49.3333333333226,"ABCD_1768","DD",15
"1947",299,88.0000000000166,"ABCD_1768","DD",22
"1948",305,-90.6666666666695,"ABCD_1768","DD",23
"1949",314,129.333333333345,"ABCD_1768","DD",24
"1950",326,441.333333333357,"ABCD_1768","DD",25
"1953",350,-8.00000000001546,"ABCD_1768","DD",28
"1954",365,419.999999999998,"ABCD_1768","DD",29
"1958",407,61.3333333332889,"ABCD_1768","DD",33
"1961",452,109.333333333291,"ABCD_1768","DD",36
"1962",464,-90.666666666641,"ABCD_1768","DD",37
"1966",503,821.33333333333,"ABCD_1768","DD",41
"1971",575,50.6666666666661,"ABCD_1768","DD",46
"1973",599,41.3333333333981,"ABCD_1768","DD",48
"1996",47,136.689342403636,"ABCD_1776","DD",2
"1997",65,700.589569161012,"ABCD_1776","DD",3
"1999",83,607.709750566899,"ABCD_1776","DD",5
"2000",92,596.099773242644,"ABCD_1776","DD",6
"2001",107,439.365079365065,"ABCD_1776","DD",7
"2002",116,217.95918367348,"ABCD_1776","DD",8
"2003",131,24.535147392271,"ABCD_1776","DD",9
"2004",149,741.224489795927,"ABCD_1776","DD",10
"2007",185,241.179138321991,"ABCD_1776","DD",13
"2008",197,258.594104308395,"ABCD_1776","DD",14
"2009",209,159.909297052161,"ABCD_1776","DD",15
"2011",236,636.734693877559,"ABCD_1776","DD",17
"2013",260,458.095238095221,"ABCD_1776","DD",19
"2014",272,427.75510204081,"ABCD_1776","DD",20
"2015",278,394.240362811796,"ABCD_1776","DD",21
"2016",296,410.340136054406,"ABCD_1776","DD",22
"2017",308,688.979591836743,"ABCD_1776","DD",23
"2018",317,387.120181405895,"ABCD_1776","DD",24
"2021",359,188.934240362835,"ABCD_1776","DD",27
"2022",368,642.539682539693,"ABCD_1776","DD",28
"2024",389,752.83446712014,"ABCD_1776","DD",30
"2025",395,235.374149659856,"ABCD_1776","DD",31
"2026",410,752.83446712014,"ABCD_1776","DD",32
"2029",443,671.56462585031,"ABCD_1776","DD",35
"2030",461,241.179138321991,"ABCD_1776","DD",36
"2031",467,758.639455782275,"ABCD_1776","DD",37
"2032",479,654.149659863906,"ABCD_1776","DD",38
"2033",497,38.0045351473314,"ABCD_1776","DD",39
"2034",509,613.514739228963,"ABCD_1776","DD",40
"2035",521,636.734693877502,"ABCD_1776","DD",41
"2036",527,241.179138321934,"ABCD_1776","DD",42
"2037",536,625.124716553289,"ABCD_1776","DD",43
"2038",545,312.970521541995,"ABCD_1776","DD",44
"2039",557,601.90476190475,"ABCD_1776","DD",45
"2040",572,474.195011337945,"ABCD_1776","DD",46
"2041",578,613.51473922902,"ABCD_1776","DD",47
"2042",590,119.274376417161,"ABCD_1776","DD",48
"2064",65,581.333333333321,"ABCD_1777","DD",3
"2065",74,439.999999999974,"ABCD_1777","DD",4
"2069",125,250.666666666683,"ABCD_1777","DD",8
"2071",140,69.3333333333271,"ABCD_1777","DD",10
"2074",182,850.666666666671,"ABCD_1777","DD",13
"2075",188,869.333333333332,"ABCD_1777","DD",14
"2076",206,781.333333333338,"ABCD_1777","DD",15
"2079",233,321.333333333324,"ABCD_1777","DD",18
"2080",254,458.666666666663,"ABCD_1777","DD",19
"2081",260,269.333333333344,"ABCD_1777","DD",20
"2082",278,450.666666666682,"ABCD_1777","DD",21
"2083",290,650.666666666625,"ABCD_1777","DD",22
"2085",314,770.66666666663,"ABCD_1777","DD",24
"2086",317,839.999999999991,"ABCD_1777","DD",25
"2087",338,909.333333333295,"ABCD_1777","DD",26
"2088",353,389.333333333302,"ABCD_1777","DD",27
"2089",362,719.999999999986,"ABCD_1777","DD",28
"2090",374,239.999999999975,"ABCD_1777","DD",29
"2091",392,759.99999999995,"ABCD_1777","DD",30
"2092",404,661.333333333305,"ABCD_1777","DD",31
"2094",422,179.999999999989,"ABCD_1777","DD",33
"2095",428,60.0000000000023,"ABCD_1777","DD",34
"2096",440,778.666666666668,"ABCD_1777","DD",35
"2097",452,701.333333333325,"ABCD_1777","DD",36
"2098",470,589.333333333302,"ABCD_1777","DD",37
"2099",476,421.333333333398,"ABCD_1777","DD",38
"2100",494,621.333333333284,"ABCD_1777","DD",39
"2101",500,818.666666666688,"ABCD_1777","DD",40
"2102",509,250.666666666655,"ABCD_1777","DD",41
"2103",521,448.00000000004,"ABCD_1777","DD",42
"2104",542,221.333333333314,"ABCD_1777","DD",43
"2105",548,410.666666666718,"ABCD_1777","DD",44
"2132",56,886.349206349211,"ABCD_1778","DD",3
"2135",95,921.179138322005,"ABCD_1778","DD",6
"2136",113,78.6394557823172,"ABCD_1778","DD",7
"2137",119,863.129251700686,"ABCD_1778","DD",8
"2138",128,20.589569160984,"ABCD_1778","DD",9
"2142",182,99.9999999999943,"ABCD_1778","DD",13
"2143",203,96.0544217687072,"ABCD_1778","DD",14
"2150",287,133.015873015875,"ABCD_1778","DD",21
"2157",350,619.319727891183,"ABCD_1778","DD",28
"2169",488,446.48526077098,"ABCD_1778","DD",40
"2173",554,237.505668934243,"ABCD_1778","DD",44
"2176",584,-95.5102040816541,"ABCD_1778","DD",47
"2177",599,659.954648526098,"ABCD_1778","DD",48
"2199",41,416.145124716541,"ABCD_1781","DD",1
"2200",50,133.015873015875,"ABCD_1781","DD",2
"2201",56,113.469387755111,"ABCD_1781","DD",3
"2202",71,125.079365079381,"ABCD_1781","DD",4
"2205",113,462.58503401359,"ABCD_1781","DD",7
"2208",143,148.29931972792,"ABCD_1781","DD",10
"2210",161,926.984126984154,"ABCD_1781","DD",12
"2213",215,53.5600907029448,"ABCD_1781","DD",15
"2215",239,584.489795918374,"ABCD_1781","DD",17
"2222",314,130.884353741516,"ABCD_1781","DD",24
"2229",386,-49.070294784633,"ABCD_1781","DD",31
"2230",401,845.714285714239,"ABCD_1781","DD",32
"2233",437,752.83446712014,"ABCD_1781","DD",35
"2234",452,1.31519274378888,"ABCD_1781","DD",36
"2235",464,793.469387755083,"ABCD_1781","DD",37
"2238",488,433.560090702945,"ABCD_1781","DD",40
"2240",515,398.730158730193,"ABCD_1781","DD",42
"2242",554,706.394557823119,"ABCD_1781","DD",44
"2246",599,445.170068027271,"ABCD_1781","DD",48
"2278",152,12.92517006803,"ABCD_1783","TYP",11
"2282",206,43.8095238095229,"ABCD_1783","TYP",15
"2284",221,758.639455782331,"ABCD_1783","TYP",17
"2296",374,410.340136054406,"ABCD_1783","TYP",29
"2303",452,404.535147392271,"ABCD_1783","TYP",36
"2336",32,701.999999999957,"ABCD_1784","DD",1
"2337",47,400.000000000039,"ABCD_1784","DD",2
"2341",92,440.000000000059,"ABCD_1784","DD",6
"2344",131,451.000000000026,"ABCD_1784","DD",9
"2347",173,727.999999999911,"ABCD_1784","DD",12
"2349",197,669.999999999918,"ABCD_1784","DD",14
"2352",236,381.000000000067,"ABCD_1784","DD",17
"2357",296,451.000000000026,"ABCD_1784","DD",22
"2361",341,680.000000000023,"ABCD_1784","DD",26
"2362",359,851.000000000072,"ABCD_1784","DD",27
"2364",380,618.000000000011,"ABCD_1784","DD",29
"2367",410,590.999999999967,"ABCD_1784","DD",32
"2368",419,200.999999999931,"ABCD_1784","DD",33
"2369",431,468.000000000079,"ABCD_1784","DD",34
"2370",443,611.000000000063,"ABCD_1784","DD",35
"2372",467,628.000000000002,"ABCD_1784","DD",37
"2373",479,422.00000000003,"ABCD_1784","DD",38
"2374",497,767.999999999988,"ABCD_1784","DD",39
"2375",509,778.999999999955,"ABCD_1784","DD",40
"2376",521,50.0000000000682,"ABCD_1784","DD",41
"2377",527,389.000000000015,"ABCD_1784","DD",42
"2378",536,188.999999999946,"ABCD_1784","DD",43
"2379",545,430.000000000068,"ABCD_1784","DD",44
"2380",557,439.999999999945,"ABCD_1784","DD",45
"2381",572,399.999999999982,"ABCD_1784","DD",46
"2382",578,6.9999999999709,"ABCD_1784","DD",47
"2383",590,719.999999999986,"ABCD_1784","DD",48
"2403",41,-66.4852607709662,"ABCD_1787","DD",1
"2405",56,211.383219954651,"ABCD_1787","DD",3
"2406",71,382.630385487512,"ABCD_1787","DD",4
"2407",86,3.17460317460814,"ABCD_1787","DD",5
"2408",95,153.333333333318,"ABCD_1787","DD",6
"2409",113,639.637188208612,"ABCD_1787","DD",7
"2410",119,-78.0952380952215,"ABCD_1787","DD",8
"2411",128,463.900226757356,"ABCD_1787","DD",9
"2412",143,81.5419501133988,"ABCD_1787","DD",10
"2413",152,-75.1927437641541,"ABCD_1787","DD",11
"2416",203,324.580498866208,"ABCD_1787","DD",14
"2417",215,-75.1927437641825,"ABCD_1787","DD",15
"2423",287,211.383219954637,"ABCD_1787","DD",21
"2424",299,854.421768707498,"ABCD_1787","DD",22
"2428",332,834.104308390026,"ABCD_1787","DD",26
"2429",344,215.056689342413,"ABCD_1787","DD",27
"2431",365,179.455782312924,"ABCD_1787","DD",29
"2437",437,147.528344671211,"ABCD_1787","DD",35
"2440",473,-46.1678004535656,"ABCD_1787","DD",38
"2442",488,694.784580498849,"ABCD_1787","DD",40
"2446",554,176.553287981885,"ABCD_1787","DD",44
"2448",575,854.421768707441,"ABCD_1787","DD",46
"2450",599,133.015873015931,"ABCD_1787","DD",48
"2485",203,596.099773242644,"ABCD_1788","TYP",14
"2486",215,148.299319727892,"ABCD_1788","TYP",15
"2492",287,394.240362811796,"ABCD_1788","TYP",21
"2506",437,347.800453514747,"ABCD_1788","TYP",35
"2517",575,440.680272108902,"ABCD_1788","TYP",46
"2541",32,601.904761904764,"ABCD_1792","DD",1
"2542",47,450.975056689335,"ABCD_1792","DD",2
"2544",74,387.120181405895,"ABCD_1792","DD",4
"2545",83,410.340136054406,"ABCD_1792","DD",5
"2547",107,450.975056689321,"ABCD_1792","DD",7
"2548",116,596.099773242615,"ABCD_1792","DD",8
"2549",131,474.19501133786,"ABCD_1792","DD",9
"2550",149,648.344671201828,"ABCD_1792","DD",10
"2551",164,822.494331065757,"ABCD_1792","DD",11
"2552",173,445.170068027214,"ABCD_1792","DD",12
"2553",185,392.92517006803,"ABCD_1792","DD",13
"2554",197,416.145124716541,"ABCD_1792","DD",14
"2555",209,450.975056689349,"ABCD_1792","DD",15
"2556",224,816.68934240365,"ABCD_1792","DD",16
"2558",248,694.784580498878,"ABCD_1792","DD",18
"2561",278,427.75510204081,"ABCD_1792","DD",21
"2562",296,450.975056689321,"ABCD_1792","DD",22
"2563",308,619.319727891183,"ABCD_1792","DD",23
"2565",329,439.36507936508,"ABCD_1792","DD",25
"2566",341,735.419501133792,"ABCD_1792","DD",26
"2567",359,625.124716553289,"ABCD_1792","DD",27
"2568",368,729.614512471658,"ABCD_1792","DD",28
"2569",380,258.594104308338,"ABCD_1792","DD",29
"2570",389,456.780045351484,"ABCD_1792","DD",30
"2571",395,445.170068027214,"ABCD_1792","DD",31
"2572",410,387.120181405924,"ABCD_1792","DD",32
"2573",419,630.929705215367,"ABCD_1792","DD",33
"2574",431,636.734693877502,"ABCD_1792","DD",34
"2575",443,747.029478458005,"ABCD_1792","DD",35
"2576",461,613.51473922902,"ABCD_1792","DD",36
"2577",467,706.394557823119,"ABCD_1792","DD",37
"2578",479,723.809523809523,"ABCD_1792","DD",38
"2579",497,659.954648526098,"ABCD_1792","DD",39
"2580",509,630.929705215424,"ABCD_1792","DD",40
"2582",527,416.145124716541,"ABCD_1792","DD",42
"2583",536,462.585034013618,"ABCD_1792","DD",43
"2584",545,427.755102040867,"ABCD_1792","DD",44
"2585",557,398.730158730193,"ABCD_1792","DD",45
"2586",572,410.340136054463,"ABCD_1792","DD",46
"2587",578,636.734693877559,"ABCD_1792","DD",47
"2588",590,450.975056689349,"ABCD_1792","DD",48
"2608",32,625.124716553303,"ABCD_1794","DD",1
"2610",65,462.585034013618,"ABCD_1794","DD",3
"2611",74,229.569160997721,"ABCD_1794","DD",4
"2612",83,427.75510204081,"ABCD_1794","DD",5
"2615",116,468.390022675725,"ABCD_1794","DD",8
"2616",131,188.934240362806,"ABCD_1794","DD",9
"2617",149,834.104308390055,"ABCD_1794","DD",10
"2618",164,154.104308390026,"ABCD_1794","DD",11
"2619",173,194.739229024941,"ABCD_1794","DD",12
"2620",185,456.780045351484,"ABCD_1794","DD",13
"2621",197,125.079365079381,"ABCD_1794","DD",14
"2622",209,252.78911564626,"ABCD_1794","DD",15
"2623",224,165.714285714296,"ABCD_1794","DD",16
"2624",236,183.129251700672,"ABCD_1794","DD",17
"2625",248,874.739229024941,"ABCD_1794","DD",18
"2626",260,241.179138321991,"ABCD_1794","DD",19
"2627",272,235.374149659884,"ABCD_1794","DD",20
"2628",278,235.374149659884,"ABCD_1794","DD",21
"2629",296,398.730158730136,"ABCD_1794","DD",22
"2630",308,688.979591836743,"ABCD_1794","DD",23
"2632",329,148.299319727892,"ABCD_1794","DD",25
"2634",359,450.975056689349,"ABCD_1794","DD",27
"2635",368,171.519274376374,"ABCD_1794","DD",28
"2636",380,177.324263038508,"ABCD_1794","DD",29
"2637",389,183.129251700643,"ABCD_1794","DD",30
"2639",410,142.494331065757,"ABCD_1794","DD",32
"2640",419,421.950113378675,"ABCD_1794","DD",33
"2641",431,480.000000000023,"ABCD_1794","DD",34
"2643",461,188.934240362778,"ABCD_1794","DD",36
"2644",467,159.909297052104,"ABCD_1794","DD",37
"2645",479,194.739229024913,"ABCD_1794","DD",38
"2646",497,398.730158730193,"ABCD_1794","DD",39
"2647",509,235.374149659856,"ABCD_1794","DD",40
"2648",521,217.959183673452,"ABCD_1794","DD",41
"2649",527,223.764172335586,"ABCD_1794","DD",42
"2650",536,177.324263038508,"ABCD_1794","DD",43
"2651",545,217.959183673452,"ABCD_1794","DD",44
"2652",557,206.349206349182,"ABCD_1794","DD",45
"2653",572,252.78911564626,"ABCD_1794","DD",46
"2654",578,445.170068027214,"ABCD_1794","DD",47
"2655",590,223.764172335586,"ABCD_1794","DD",48
