"","ans","PartID","cond","Subgroup","key","corr","trial","task"
"1008","1","ABCD_1777","lang2","DD","1",1,16,"Visual"
"1009","2","ABCD_1777","lang2","DD","2",1,17,"Visual"
"1010","2","ABCD_1777","lang2","DD","2",1,18,"Visual"
"1011","1","ABCD_1777","lang2","DD","1",1,19,"Visual"
"1012","1","ABCD_1777","lang2","DD","1",1,20,"Visual"
"1013","2","ABCD_1777","lang2","DD","2",1,21,"Visual"
"1014","1","ABCD_1777","lang2","DD","1",1,22,"Visual"
"1015","2","ABCD_1777","lang2","DD","2",1,23,"Visual"
"1016","1","ABCD_1777","lang2","DD","1",1,24,"Visual"
"1017","2","ABCD_1777","lang2","DD","2",1,25,"Visual"
"1018","1","ABCD_1777","lang2","DD","1",1,26,"Visual"
"1019","2","ABCD_1777","lang2","DD","2",1,27,"Visual"
"1020","1","ABCD_1777","lang2","DD","1",1,28,"Visual"
"1021","1","ABCD_1777","lang2","DD","1",1,29,"Visual"
"1022","2","ABCD_1777","lang2","DD","2",1,30,"Visual"
"1023","2","ABCD_1777","lang2","DD","2",1,31,"Visual"
"1024","2","ABCD_1777","lang2","DD","2",1,32,"Visual"
"1025","1","ABCD_1778","lang1","DD","1",1,1,"Visual"
"1026","2","ABCD_1778","lang1","DD","2",1,2,"Visual"
"1027","2","ABCD_1778","lang1","DD","2",1,3,"Visual"
"1028","2","ABCD_1778","lang1","DD","2",1,4,"Visual"
"1029","1","ABCD_1778","lang1","DD","1",1,5,"Visual"
"1030","2","ABCD_1778","lang1","DD","1",0,6,"Visual"
"1031","2","ABCD_1778","lang1","DD","2",1,7,"Visual"
"1032","1","ABCD_1778","lang1","DD","1",1,8,"Visual"
"1033","1","ABCD_1778","lang1","DD","1",1,9,"Visual"
"1034","2","ABCD_1778","lang1","DD","2",1,10,"Visual"
"1035","1","ABCD_1778","lang1","DD","1",1,11,"Visual"
"1036","2","ABCD_1778","lang1","DD","2",1,12,"Visual"
"1037","1","ABCD_1778","lang1","DD","1",1,13,"Visual"
"1038","1","ABCD_1778","lang1","DD","1",1,14,"Visual"
"1039","2","ABCD_1778","lang1","DD","2",1,15,"Visual"
"1040","2","ABCD_1778","lang1","DD","2",1,16,"Visual"
"1041","2","ABCD_1778","lang1","DD","1",0,17,"Visual"
"1042","1","ABCD_1778","lang1","DD","1",1,18,"Visual"
"1043","2","ABCD_1778","lang1","DD","2",1,19,"Visual"
"1044","2","ABCD_1778","lang1","DD","1",0,20,"Visual"
"1045","2","ABCD_1778","lang1","DD","2",1,21,"Visual"
"1046","2","ABCD_1778","lang1","DD","2",1,22,"Visual"
"1047","1","ABCD_1778","lang1","DD","1",1,23,"Visual"
"1048","2","ABCD_1778","lang1","DD","2",1,24,"Visual"
"1049","2","ABCD_1778","lang1","DD","2",1,25,"Visual"
"1050","2","ABCD_1778","lang1","DD","2",1,26,"Visual"
"1051","1","ABCD_1778","lang1","DD","1",1,27,"Visual"
"1052","2","ABCD_1778","lang1","DD","2",1,28,"Visual"
"1053","1","ABCD_1778","lang1","DD","1",1,29,"Visual"
"1054","2","ABCD_1778","lang1","DD","2",1,30,"Visual"
"1055","1","ABCD_1778","lang1","DD","1",1,31,"Visual"
"1056","2","ABCD_1778","lang1","DD","1",0,32,"Visual"
"1057","1","ABCD_1781","lang2","DD","1",1,1,"Visual"
"1058","2","ABCD_1781","lang2","DD","1",0,2,"Visual"
"1059","1","ABCD_1781","lang2","DD","2",0,3,"Visual"
"1060","2","ABCD_1781","lang2","DD","1",0,4,"Visual"
"1061","1","ABCD_1781","lang2","DD","1",1,5,"Visual"
"1062","2","ABCD_1781","lang2","DD","1",0,6,"Visual"
"1063","2","ABCD_1781","lang2","DD","2",1,7,"Visual"
"1064","2","ABCD_1781","lang2","DD","2",1,8,"Visual"
"1065","1","ABCD_1781","lang2","DD","2",0,9,"Visual"
"1066","2","ABCD_1781","lang2","DD","2",1,10,"Visual"
"1067","2","ABCD_1781","lang2","DD","1",0,11,"Visual"
"1068","2","ABCD_1781","lang2","DD","1",0,12,"Visual"
"1069","1","ABCD_1781","lang2","DD","1",1,13,"Visual"
"1070","1","ABCD_1781","lang2","DD","2",0,14,"Visual"
"1071","2","ABCD_1781","lang2","DD","2",1,15,"Visual"
"1072","2","ABCD_1781","lang2","DD","1",0,16,"Visual"
"1073","2","ABCD_1781","lang2","DD","2",1,17,"Visual"
"1074","2","ABCD_1781","lang2","DD","2",1,18,"Visual"
"1075","2","ABCD_1781","lang2","DD","1",0,19,"Visual"
"1076","2","ABCD_1781","lang2","DD","1",0,20,"Visual"
"1077","2","ABCD_1781","lang2","DD","2",1,21,"Visual"
"1078","2","ABCD_1781","lang2","DD","1",0,22,"Visual"
"1079","2","ABCD_1781","lang2","DD","2",1,23,"Visual"
"1080","2","ABCD_1781","lang2","DD","1",0,24,"Visual"
"1081","1","ABCD_1781","lang2","DD","2",0,25,"Visual"
"1082","2","ABCD_1781","lang2","DD","1",0,26,"Visual"
"1083","1","ABCD_1781","lang2","DD","2",0,27,"Visual"
"1084","2","ABCD_1781","lang2","DD","1",0,28,"Visual"
"1085","2","ABCD_1781","lang2","DD","1",0,29,"Visual"
"1086","2","ABCD_1781","lang2","DD","2",1,30,"Visual"
"1087","2","ABCD_1781","lang2","DD","2",1,31,"Visual"
"1088","1","ABCD_1781","lang2","DD","2",0,32,"Visual"
"1089","1","ABCD_1783","lang2","TYP","1",1,1,"Visual"
"1090","2","ABCD_1783","lang2","TYP","1",0,2,"Visual"
"1091","2","ABCD_1783","lang2","TYP","2",1,3,"Visual"
"1092","1","ABCD_1783","lang2","TYP","1",1,4,"Visual"
"1093","2","ABCD_1783","lang2","TYP","1",0,5,"Visual"
"1094","1","ABCD_1783","lang2","TYP","1",1,6,"Visual"
"1095","1","ABCD_1783","lang2","TYP","2",0,7,"Visual"
"1096","2","ABCD_1783","lang2","TYP","2",1,8,"Visual"
"1097","2","ABCD_1783","lang2","TYP","2",1,9,"Visual"
"1098","2","ABCD_1783","lang2","TYP","2",1,10,"Visual"
"1099","1","ABCD_1783","lang2","TYP","1",1,11,"Visual"
"1100","2","ABCD_1783","lang2","TYP","1",0,12,"Visual"
"1101","1","ABCD_1783","lang2","TYP","1",1,13,"Visual"
"1102","2","ABCD_1783","lang2","TYP","2",1,14,"Visual"
"1103","1","ABCD_1783","lang2","TYP","2",0,15,"Visual"
"1104","2","ABCD_1783","lang2","TYP","1",0,16,"Visual"
"1105","2","ABCD_1783","lang2","TYP","2",1,17,"Visual"
"1106","2","ABCD_1783","lang2","TYP","2",1,18,"Visual"
"1107","2","ABCD_1783","lang2","TYP","1",0,19,"Visual"
"1108","1","ABCD_1783","lang2","TYP","1",1,20,"Visual"
"1109","2","ABCD_1783","lang2","TYP","2",1,21,"Visual"
"1110","1","ABCD_1783","lang2","TYP","1",1,22,"Visual"
"1111","1","ABCD_1783","lang2","TYP","2",0,23,"Visual"
"1112","2","ABCD_1783","lang2","TYP","1",0,24,"Visual"
"1113","1","ABCD_1783","lang2","TYP","2",0,25,"Visual"
"1114","1","ABCD_1783","lang2","TYP","1",1,26,"Visual"
"1115","2","ABCD_1783","lang2","TYP","2",1,27,"Visual"
"1116","1","ABCD_1783","lang2","TYP","1",1,28,"Visual"
"1117","1","ABCD_1783","lang2","TYP","1",1,29,"Visual"
"1118","2","ABCD_1783","lang2","TYP","2",1,30,"Visual"
"1119","2","ABCD_1783","lang2","TYP","2",1,31,"Visual"
"1120","2","ABCD_1783","lang2","TYP","2",1,32,"Visual"
"1121","1","ABCD_1784","lang1","DD","1",1,1,"Visual"
"1122","1","ABCD_1784","lang1","DD","2",0,2,"Visual"
"1123","1","ABCD_1784","lang1","DD","2",0,3,"Visual"
"1124","2","ABCD_1784","lang1","DD","2",1,4,"Visual"
"1125","1","ABCD_1784","lang1","DD","1",1,5,"Visual"
"1126","1","ABCD_1784","lang1","DD","1",1,6,"Visual"
"1127","2","ABCD_1784","lang1","DD","2",1,7,"Visual"
"1128","1","ABCD_1784","lang1","DD","1",1,8,"Visual"
"1129","1","ABCD_1784","lang1","DD","1",1,9,"Visual"
"1130","2","ABCD_1784","lang1","DD","2",1,10,"Visual"
"1131","1","ABCD_1784","lang1","DD","1",1,11,"Visual"
"1132","2","ABCD_1784","lang1","DD","2",1,12,"Visual"
"1133","2","ABCD_1784","lang1","DD","1",0,13,"Visual"
"1134","1","ABCD_1784","lang1","DD","1",1,14,"Visual"
"1135","2","ABCD_1784","lang1","DD","2",1,15,"Visual"
"1136","2","ABCD_1784","lang1","DD","2",1,16,"Visual"
"1137","1","ABCD_1784","lang1","DD","1",1,17,"Visual"
"1138","1","ABCD_1784","lang1","DD","1",1,18,"Visual"
"1139","2","ABCD_1784","lang1","DD","2",1,19,"Visual"
"1140","1","ABCD_1784","lang1","DD","1",1,20,"Visual"
"1141","2","ABCD_1784","lang1","DD","2",1,21,"Visual"
"1142","2","ABCD_1784","lang1","DD","2",1,22,"Visual"
"1143","2","ABCD_1784","lang1","DD","1",0,23,"Visual"
"1144","2","ABCD_1784","lang1","DD","2",1,24,"Visual"
"1145","2","ABCD_1784","lang1","DD","2",1,25,"Visual"
"1146","2","ABCD_1784","lang1","DD","2",1,26,"Visual"
"1147","1","ABCD_1784","lang1","DD","1",1,27,"Visual"
"1148","2","ABCD_1784","lang1","DD","2",1,28,"Visual"
"1149","1","ABCD_1784","lang1","DD","1",1,29,"Visual"
"1150","2","ABCD_1784","lang1","DD","2",1,30,"Visual"
"1151","1","ABCD_1784","lang1","DD","1",1,31,"Visual"
"1152","1","ABCD_1784","lang1","DD","1",1,32,"Visual"
"1153","1","ABCD_1787","lang1","DD","1",1,1,"Visual"
"1154","2","ABCD_1787","lang1","DD","2",1,2,"Visual"
"1155","2","ABCD_1787","lang1","DD","2",1,3,"Visual"
"1156","1","ABCD_1787","lang1","DD","2",0,4,"Visual"
"1157","1","ABCD_1787","lang1","DD","1",1,5,"Visual"
"1158","1","ABCD_1787","lang1","DD","1",1,6,"Visual"
"1159","2","ABCD_1787","lang1","DD","2",1,7,"Visual"
"1160","1","ABCD_1787","lang1","DD","1",1,8,"Visual"
"1161","1","ABCD_1787","lang1","DD","1",1,9,"Visual"
"1162","2","ABCD_1787","lang1","DD","2",1,10,"Visual"
"1163","1","ABCD_1787","lang1","DD","1",1,11,"Visual"
"1164","2","ABCD_1787","lang1","DD","2",1,12,"Visual"
"1165","1","ABCD_1787","lang1","DD","1",1,13,"Visual"
"1166","1","ABCD_1787","lang1","DD","1",1,14,"Visual"
"1167","2","ABCD_1787","lang1","DD","2",1,15,"Visual"
"1168","2","ABCD_1787","lang1","DD","2",1,16,"Visual"
"1169","1","ABCD_1787","lang1","DD","1",1,17,"Visual"
"1170","1","ABCD_1787","lang1","DD","1",1,18,"Visual"
"1171","2","ABCD_1787","lang1","DD","2",1,19,"Visual"
"1172","1","ABCD_1787","lang1","DD","1",1,20,"Visual"
"1173","2","ABCD_1787","lang1","DD","2",1,21,"Visual"
"1174","2","ABCD_1787","lang1","DD","2",1,22,"Visual"
"1175","1","ABCD_1787","lang1","DD","1",1,23,"Visual"
"1176","2","ABCD_1787","lang1","DD","2",1,24,"Visual"
"1177","2","ABCD_1787","lang1","DD","2",1,25,"Visual"
"1178","2","ABCD_1787","lang1","DD","2",1,26,"Visual"
"1179","1","ABCD_1787","lang1","DD","1",1,27,"Visual"
"1180","2","ABCD_1787","lang1","DD","2",1,28,"Visual"
"1181","1","ABCD_1787","lang1","DD","1",1,29,"Visual"
"1182","2","ABCD_1787","lang1","DD","2",1,30,"Visual"
"1183","1","ABCD_1787","lang1","DD","1",1,31,"Visual"
"1184","1","ABCD_1787","lang1","DD","1",1,32,"Visual"
"1185","1","ABCD_1788","lang2","TYP","1",1,1,"Visual"
"1186","1","ABCD_1788","lang2","TYP","1",1,2,"Visual"
"1187","2","ABCD_1788","lang2","TYP","2",1,3,"Visual"
"1188","2","ABCD_1788","lang2","TYP","1",0,4,"Visual"
"1189","1","ABCD_1788","lang2","TYP","1",1,5,"Visual"
"1190","1","ABCD_1788","lang2","TYP","1",1,6,"Visual"
"1191","1","ABCD_1788","lang2","TYP","2",0,7,"Visual"
"1192","1","ABCD_1788","lang2","TYP","2",0,8,"Visual"
"1193","2","ABCD_1788","lang2","TYP","2",1,9,"Visual"
"1194","2","ABCD_1788","lang2","TYP","2",1,10,"Visual"
"1195","2","ABCD_1788","lang2","TYP","1",0,11,"Visual"
"1196","1","ABCD_1788","lang2","TYP","1",1,12,"Visual"
"1197","2","ABCD_1788","lang2","TYP","1",0,13,"Visual"
"1198","1","ABCD_1788","lang2","TYP","2",0,14,"Visual"
"1199","1","ABCD_1788","lang2","TYP","2",0,15,"Visual"
"1200","1","ABCD_1788","lang2","TYP","1",1,16,"Visual"
"1201","2","ABCD_1788","lang2","TYP","2",1,17,"Visual"
"1202","2","ABCD_1788","lang2","TYP","2",1,18,"Visual"
"1203","2","ABCD_1788","lang2","TYP","1",0,19,"Visual"
"1204","2","ABCD_1788","lang2","TYP","1",0,20,"Visual"
"1205","1","ABCD_1788","lang2","TYP","2",0,21,"Visual"
"1206","2","ABCD_1788","lang2","TYP","1",0,22,"Visual"
"1207","1","ABCD_1788","lang2","TYP","2",0,23,"Visual"
"1208","2","ABCD_1788","lang2","TYP","1",0,24,"Visual"
"1209","2","ABCD_1788","lang2","TYP","2",1,25,"Visual"
"1210","2","ABCD_1788","lang2","TYP","1",0,26,"Visual"
"1211","2","ABCD_1788","lang2","TYP","2",1,27,"Visual"
"1212","2","ABCD_1788","lang2","TYP","1",0,28,"Visual"
"1213","2","ABCD_1788","lang2","TYP","1",0,29,"Visual"
"1214","2","ABCD_1788","lang2","TYP","2",1,30,"Visual"
"1215","2","ABCD_1788","lang2","TYP","2",1,31,"Visual"
"1216","2","ABCD_1788","lang2","TYP","2",1,32,"Visual"
"1217","1","ABCD_1792","lang2","DD","1",1,1,"Visual"
"1218","1","ABCD_1792","lang2","DD","1",1,2,"Visual"
"1219","2","ABCD_1792","lang2","DD","2",1,3,"Visual"
"1220","1","ABCD_1792","lang2","DD","1",1,4,"Visual"
"1221","1","ABCD_1792","lang2","DD","1",1,5,"Visual"
"1222","2","ABCD_1792","lang2","DD","1",0,6,"Visual"
"1223","2","ABCD_1792","lang2","DD","2",1,7,"Visual"
"1224","2","ABCD_1792","lang2","DD","2",1,8,"Visual"
"1225","1","ABCD_1792","lang2","DD","2",0,9,"Visual"
"1226","2","ABCD_1792","lang2","DD","2",1,10,"Visual"
"1227","1","ABCD_1792","lang2","DD","1",1,11,"Visual"
"1228","1","ABCD_1792","lang2","DD","1",1,12,"Visual"
"1229","1","ABCD_1792","lang2","DD","1",1,13,"Visual"
"1230","2","ABCD_1792","lang2","DD","2",1,14,"Visual"
"1231","2","ABCD_1792","lang2","DD","2",1,15,"Visual"
"1232","1","ABCD_1792","lang2","DD","1",1,16,"Visual"
"1233","2","ABCD_1792","lang2","DD","2",1,17,"Visual"
"1234","2","ABCD_1792","lang2","DD","2",1,18,"Visual"
"1235","1","ABCD_1792","lang2","DD","1",1,19,"Visual"
"1236","1","ABCD_1792","lang2","DD","1",1,20,"Visual"
"1237","2","ABCD_1792","lang2","DD","2",1,21,"Visual"
"1238","1","ABCD_1792","lang2","DD","1",1,22,"Visual"
"1239","2","ABCD_1792","lang2","DD","2",1,23,"Visual"
"1240","1","ABCD_1792","lang2","DD","1",1,24,"Visual"
"1241","2","ABCD_1792","lang2","DD","2",1,25,"Visual"
"1242","1","ABCD_1792","lang2","DD","1",1,26,"Visual"
"1243","2","ABCD_1792","lang2","DD","2",1,27,"Visual"
"1244","1","ABCD_1792","lang2","DD","1",1,28,"Visual"
"1245","1","ABCD_1792","lang2","DD","1",1,29,"Visual"
"1246","2","ABCD_1792","lang2","DD","2",1,30,"Visual"
"1247","2","ABCD_1792","lang2","DD","2",1,31,"Visual"
"1248","2","ABCD_1792","lang2","DD","2",1,32,"Visual"
"1249","1","ABCD_1794","lang2","DD","1",1,1,"Visual"
"1250","1","ABCD_1794","lang2","DD","1",1,2,"Visual"
"1251","2","ABCD_1794","lang2","DD","2",1,3,"Visual"
"1252","2","ABCD_1794","lang2","DD","1",0,4,"Visual"
"1253","2","ABCD_1794","lang2","DD","1",0,5,"Visual"
"1254","1","ABCD_1794","lang2","DD","1",1,6,"Visual"
"1255","1","ABCD_1794","lang2","DD","2",0,7,"Visual"
"1256","1","ABCD_1794","lang2","DD","2",0,8,"Visual"
"1257","2","ABCD_1794","lang2","DD","2",1,9,"Visual"
"1258","1","ABCD_1794","lang2","DD","2",0,10,"Visual"
"1259","1","ABCD_1794","lang2","DD","1",1,11,"Visual"
"1260","2","ABCD_1794","lang2","DD","1",0,12,"Visual"
"1261","2","ABCD_1794","lang2","DD","1",0,13,"Visual"
"1262","2","ABCD_1794","lang2","DD","2",1,14,"Visual"
"1263","1","ABCD_1794","lang2","DD","2",0,15,"Visual"
"1264","2","ABCD_1794","lang2","DD","1",0,16,"Visual"
"1265","1","ABCD_1794","lang2","DD","2",0,17,"Visual"
"1266","2","ABCD_1794","lang2","DD","2",1,18,"Visual"
"1267","2","ABCD_1794","lang2","DD","1",0,19,"Visual"
"1268","1","ABCD_1794","lang2","DD","1",1,20,"Visual"
"1269","2","ABCD_1794","lang2","DD","2",1,21,"Visual"
"1270","1","ABCD_1794","lang2","DD","1",1,22,"Visual"
"1271","1","ABCD_1794","lang2","DD","2",0,23,"Visual"
"1272","2","ABCD_1794","lang2","DD","1",0,24,"Visual"
"1273","1","ABCD_1794","lang2","DD","2",0,25,"Visual"
"1274","1","ABCD_1794","lang2","DD","1",1,26,"Visual"
"1275","2","ABCD_1794","lang2","DD","2",1,27,"Visual"
"1276","2","ABCD_1794","lang2","DD","1",0,28,"Visual"
"1277","1","ABCD_1794","lang2","DD","1",1,29,"Visual"
"1278","1","ABCD_1794","lang2","DD","2",0,30,"Visual"
"1279","1","ABCD_1794","lang2","DD","2",0,31,"Visual"
"1280","2","ABCD_1794","lang2","DD","2",1,32,"Visual"
"1281","1","ABCD_1702","lang2","TYP","1",1,1,"Auditory"
"1282","2","ABCD_1702","lang2","TYP","1",0,2,"Auditory"
"1283","1","ABCD_1702","lang2","TYP","2",0,3,"Auditory"
"1284","1","ABCD_1702","lang2","TYP","1",1,4,"Auditory"
"1285","2","ABCD_1702","lang2","TYP","1",0,5,"Auditory"
"1286","1","ABCD_1702","lang2","TYP","1",1,6,"Auditory"
"1287","1","ABCD_1702","lang2","TYP","2",0,7,"Auditory"
"1288","2","ABCD_1702","lang2","TYP","2",1,8,"Auditory"
"1289","1","ABCD_1702","lang2","TYP","2",0,9,"Auditory"
"1290","2","ABCD_1702","lang2","TYP","2",1,10,"Auditory"
"1291","2","ABCD_1702","lang2","TYP","1",0,11,"Auditory"
"1292","1","ABCD_1702","lang2","TYP","1",1,12,"Auditory"
"1293","2","ABCD_1702","lang2","TYP","1",0,13,"Auditory"
"1294","2","ABCD_1702","lang2","TYP","2",1,14,"Auditory"
"1295","2","ABCD_1702","lang2","TYP","2",1,15,"Auditory"
"1296","2","ABCD_1702","lang2","TYP","1",0,16,"Auditory"
"1297","2","ABCD_1702","lang2","TYP","2",1,17,"Auditory"
"1298","2","ABCD_1702","lang2","TYP","2",1,18,"Auditory"
"1299","1","ABCD_1702","lang2","TYP","1",1,19,"Auditory"
"1300","2","ABCD_1702","lang2","TYP","1",0,20,"Auditory"
"1301","1","ABCD_1702","lang2","TYP","2",0,21,"Auditory"
"1302","1","ABCD_1702","lang2","TYP","1",1,22,"Auditory"
"1303","2","ABCD_1702","lang2","TYP","2",1,23,"Auditory"
"1304","1","ABCD_1702","lang2","TYP","1",1,24,"Auditory"
"1305","2","ABCD_1702","lang2","TYP","2",1,25,"Auditory"
"1306","2","ABCD_1702","lang2","TYP","1",0,26,"Auditory"
"1307","2","ABCD_1702","lang2","TYP","2",1,27,"Auditory"
"1308","1","ABCD_1702","lang2","TYP","1",1,28,"Auditory"
"1309","1","ABCD_1702","lang2","TYP","1",1,29,"Auditory"
"1310","2","ABCD_1702","lang2","TYP","2",1,30,"Auditory"
"1311","1","ABCD_1702","lang2","TYP","2",0,31,"Auditory"
"1312","2","ABCD_1702","lang2","TYP","2",1,32,"Auditory"
"1313","1","ABCD_1703","lang2","TYP","1",1,1,"Auditory"
"1314","2","ABCD_1703","lang2","TYP","1",0,2,"Auditory"
"1315","2","ABCD_1703","lang2","TYP","2",1,3,"Auditory"
"1316","1","ABCD_1703","lang2","TYP","1",1,4,"Auditory"
"1317","1","ABCD_1703","lang2","TYP","1",1,5,"Auditory"
"1318","1","ABCD_1703","lang2","TYP","1",1,6,"Auditory"
"1319","1","ABCD_1703","lang2","TYP","2",0,7,"Auditory"
"1320","2","ABCD_1703","lang2","TYP","2",1,8,"Auditory"
"1321","2","ABCD_1703","lang2","TYP","2",1,9,"Auditory"
"1322","1","ABCD_1703","lang2","TYP","2",0,10,"Auditory"
"1323","1","ABCD_1703","lang2","TYP","1",1,11,"Auditory"
"1324","2","ABCD_1703","lang2","TYP","1",0,12,"Auditory"
"1325","1","ABCD_1703","lang2","TYP","1",1,13,"Auditory"
"1326","1","ABCD_1703","lang2","TYP","2",0,14,"Auditory"
"1327","2","ABCD_1703","lang2","TYP","2",1,15,"Auditory"
"1328","2","ABCD_1703","lang2","TYP","1",0,16,"Auditory"
"1329","2","ABCD_1703","lang2","TYP","2",1,17,"Auditory"
"1330","2","ABCD_1703","lang2","TYP","2",1,18,"Auditory"
"1331","1","ABCD_1703","lang2","TYP","1",1,19,"Auditory"
"1332","2","ABCD_1703","lang2","TYP","1",0,20,"Auditory"
"1333","1","ABCD_1703","lang2","TYP","2",0,21,"Auditory"
"1334","2","ABCD_1703","lang2","TYP","1",0,22,"Auditory"
"1335","1","ABCD_1703","lang2","TYP","2",0,23,"Auditory"
"1336","2","ABCD_1703","lang2","TYP","1",0,24,"Auditory"
"1337","2","ABCD_1703","lang2","TYP","2",1,25,"Auditory"
"1338","1","ABCD_1703","lang2","TYP","1",1,26,"Auditory"
"1339","2","ABCD_1703","lang2","TYP","2",1,27,"Auditory"
"1340","2","ABCD_1703","lang2","TYP","1",0,28,"Auditory"
"1341","2","ABCD_1703","lang2","TYP","1",0,29,"Auditory"
"1342","1","ABCD_1703","lang2","TYP","2",0,30,"Auditory"
"1343","2","ABCD_1703","lang2","TYP","2",1,31,"Auditory"
"1344","2","ABCD_1703","lang2","TYP","2",1,32,"Auditory"
"1345","1","ABCD_1705","lang2","TYP","1",1,1,"Auditory"
"1346","2","ABCD_1705","lang2","TYP","1",0,2,"Auditory"
"1347","2","ABCD_1705","lang2","TYP","2",1,3,"Auditory"
"1348","1","ABCD_1705","lang2","TYP","1",1,4,"Auditory"
"1349","1","ABCD_1705","lang2","TYP","1",1,5,"Auditory"
"1350","1","ABCD_1705","lang2","TYP","1",1,6,"Auditory"
"1351","2","ABCD_1705","lang2","TYP","2",1,7,"Auditory"
"1352","1","ABCD_1705","lang2","TYP","2",0,8,"Auditory"
"1353","2","ABCD_1705","lang2","TYP","2",1,9,"Auditory"
"1354","2","ABCD_1705","lang2","TYP","2",1,10,"Auditory"
"1355","2","ABCD_1705","lang2","TYP","1",0,11,"Auditory"
"1356","2","ABCD_1705","lang2","TYP","1",0,12,"Auditory"
"1357","2","ABCD_1705","lang2","TYP","1",0,13,"Auditory"
"1358","1","ABCD_1705","lang2","TYP","2",0,14,"Auditory"
"1359","2","ABCD_1705","lang2","TYP","2",1,15,"Auditory"
"1360","2","ABCD_1705","lang2","TYP","1",0,16,"Auditory"
"1361","2","ABCD_1705","lang2","TYP","2",1,17,"Auditory"
"1362","1","ABCD_1705","lang2","TYP","2",0,18,"Auditory"
"1363","1","ABCD_1705","lang2","TYP","1",1,19,"Auditory"
"1364","2","ABCD_1705","lang2","TYP","1",0,20,"Auditory"
"1365","2","ABCD_1705","lang2","TYP","2",1,21,"Auditory"
"1366","1","ABCD_1705","lang2","TYP","1",1,22,"Auditory"
"1367","2","ABCD_1705","lang2","TYP","2",1,23,"Auditory"
"1368","2","ABCD_1705","lang2","TYP","1",0,24,"Auditory"
"1369","2","ABCD_1705","lang2","TYP","2",1,25,"Auditory"
"1370","1","ABCD_1705","lang2","TYP","1",1,26,"Auditory"
"1371","2","ABCD_1705","lang2","TYP","2",1,27,"Auditory"
"1372","2","ABCD_1705","lang2","TYP","1",0,28,"Auditory"
"1373","2","ABCD_1705","lang2","TYP","1",0,29,"Auditory"
"1374","2","ABCD_1705","lang2","TYP","2",1,30,"Auditory"
"1375","1","ABCD_1705","lang2","TYP","2",0,31,"Auditory"
"1376","2","ABCD_1705","lang2","TYP","2",1,32,"Auditory"
"1377","1","ABCD_1708","lang2","TYP","1",1,1,"Auditory"
"1378","1","ABCD_1708","lang2","TYP","1",1,2,"Auditory"
"1379","2","ABCD_1708","lang2","TYP","2",1,3,"Auditory"
"1380","1","ABCD_1708","lang2","TYP","1",1,4,"Auditory"
"1381","1","ABCD_1708","lang2","TYP","1",1,5,"Auditory"
"1382","1","ABCD_1708","lang2","TYP","1",1,6,"Auditory"
"1383","1","ABCD_1708","lang2","TYP","2",0,7,"Auditory"
"1384","2","ABCD_1708","lang2","TYP","2",1,8,"Auditory"
"1385","1","ABCD_1708","lang2","TYP","2",0,9,"Auditory"
"1386","2","ABCD_1708","lang2","TYP","2",1,10,"Auditory"
"1387","1","ABCD_1708","lang2","TYP","1",1,11,"Auditory"
"1388","1","ABCD_1708","lang2","TYP","1",1,12,"Auditory"
"1389","1","ABCD_1708","lang2","TYP","1",1,13,"Auditory"
"1390","1","ABCD_1708","lang2","TYP","2",0,14,"Auditory"
"1391","2","ABCD_1708","lang2","TYP","2",1,15,"Auditory"
"1392","2","ABCD_1708","lang2","TYP","1",0,16,"Auditory"
"1393","2","ABCD_1708","lang2","TYP","2",1,17,"Auditory"
"1394","1","ABCD_1708","lang2","TYP","2",0,18,"Auditory"
"1395","1","ABCD_1708","lang2","TYP","1",1,19,"Auditory"
"1396","1","ABCD_1708","lang2","TYP","1",1,20,"Auditory"
"1397","2","ABCD_1708","lang2","TYP","2",1,21,"Auditory"
"1398","1","ABCD_1708","lang2","TYP","1",1,22,"Auditory"
"1399","1","ABCD_1708","lang2","TYP","2",0,23,"Auditory"
"1400","1","ABCD_1708","lang2","TYP","1",1,24,"Auditory"
"1401","1","ABCD_1708","lang2","TYP","2",0,25,"Auditory"
"1402","2","ABCD_1708","lang2","TYP","1",0,26,"Auditory"
"1403","2","ABCD_1708","lang2","TYP","2",1,27,"Auditory"
"1404","2","ABCD_1708","lang2","TYP","1",0,28,"Auditory"
"1405","1","ABCD_1708","lang2","TYP","1",1,29,"Auditory"
"1406","2","ABCD_1708","lang2","TYP","2",1,30,"Auditory"
"1407","2","ABCD_1708","lang2","TYP","2",1,31,"Auditory"
"1408","2","ABCD_1708","lang2","TYP","2",1,32,"Auditory"
"1409","1","ABCD_1709","lang2","TYP","1",1,1,"Auditory"
"1410","1","ABCD_1709","lang2","TYP","1",1,2,"Auditory"
"1411","2","ABCD_1709","lang2","TYP","2",1,3,"Auditory"
"1412","1","ABCD_1709","lang2","TYP","1",1,4,"Auditory"
"1413","1","ABCD_1709","lang2","TYP","1",1,5,"Auditory"
"1414","1","ABCD_1709","lang2","TYP","1",1,6,"Auditory"
"1415","1","ABCD_1709","lang2","TYP","2",0,7,"Auditory"
"1416","2","ABCD_1709","lang2","TYP","2",1,8,"Auditory"
"1417","1","ABCD_1709","lang2","TYP","2",0,9,"Auditory"
"1418","2","ABCD_1709","lang2","TYP","2",1,10,"Auditory"
"1419","1","ABCD_1709","lang2","TYP","1",1,11,"Auditory"
