"","ans","PartID","cond","Subgroup","key","corr","trial","task"
"1420","2","ABCD_1709","lang2","TYP","1",0,12,"Auditory"
"1421","1","ABCD_1709","lang2","TYP","1",1,13,"Auditory"
"1422","2","ABCD_1709","lang2","TYP","2",1,14,"Auditory"
"1423","1","ABCD_1709","lang2","TYP","2",0,15,"Auditory"
"1424","2","ABCD_1709","lang2","TYP","1",0,16,"Auditory"
"1425","2","ABCD_1709","lang2","TYP","2",1,17,"Auditory"
"1426","2","ABCD_1709","lang2","TYP","2",1,18,"Auditory"
"1427","2","ABCD_1709","lang2","TYP","1",0,19,"Auditory"
"1428","1","ABCD_1709","lang2","TYP","1",1,20,"Auditory"
"1429","1","ABCD_1709","lang2","TYP","2",0,21,"Auditory"
"1430","2","ABCD_1709","lang2","TYP","1",0,22,"Auditory"
"1431","1","ABCD_1709","lang2","TYP","2",0,23,"Auditory"
"1432","2","ABCD_1709","lang2","TYP","1",0,24,"Auditory"
"1433","1","ABCD_1709","lang2","TYP","2",0,25,"Auditory"
"1434","2","ABCD_1709","lang2","TYP","1",0,26,"Auditory"
"1435","1","ABCD_1709","lang2","TYP","2",0,27,"Auditory"
"1436","1","ABCD_1709","lang2","TYP","1",1,28,"Auditory"
"1437","1","ABCD_1709","lang2","TYP","1",1,29,"Auditory"
"1438","1","ABCD_1709","lang2","TYP","2",0,30,"Auditory"
"1439","1","ABCD_1709","lang2","TYP","2",0,31,"Auditory"
"1440","2","ABCD_1709","lang2","TYP","2",1,32,"Auditory"
"1441","1","ABCD_1710","lang1","TYP","1",1,1,"Auditory"
"1442","1","ABCD_1710","lang1","TYP","2",0,2,"Auditory"
"1443","1","ABCD_1710","lang1","TYP","2",0,3,"Auditory"
"1444","2","ABCD_1710","lang1","TYP","2",1,4,"Auditory"
"1445","1","ABCD_1710","lang1","TYP","1",1,5,"Auditory"
"1446","2","ABCD_1710","lang1","TYP","1",0,6,"Auditory"
"1447","2","ABCD_1710","lang1","TYP","2",1,7,"Auditory"
"1448","1","ABCD_1710","lang1","TYP","1",1,8,"Auditory"
"1449","1","ABCD_1710","lang1","TYP","1",1,9,"Auditory"
"1450","2","ABCD_1710","lang1","TYP","2",1,10,"Auditory"
"1451","2","ABCD_1710","lang1","TYP","1",0,11,"Auditory"
"1452","1","ABCD_1710","lang1","TYP","2",0,12,"Auditory"
"1453","1","ABCD_1710","lang1","TYP","1",1,13,"Auditory"
"1454","2","ABCD_1710","lang1","TYP","1",0,14,"Auditory"
"1455","2","ABCD_1710","lang1","TYP","2",1,15,"Auditory"
"1456","1","ABCD_1710","lang1","TYP","2",0,16,"Auditory"
"1457","1","ABCD_1710","lang1","TYP","1",1,17,"Auditory"
"1458","1","ABCD_1710","lang1","TYP","1",1,18,"Auditory"
"1459","2","ABCD_1710","lang1","TYP","2",1,19,"Auditory"
"1460","1","ABCD_1710","lang1","TYP","1",1,20,"Auditory"
"1461","2","ABCD_1710","lang1","TYP","2",1,21,"Auditory"
"1462","1","ABCD_1710","lang1","TYP","2",0,22,"Auditory"
"1463","1","ABCD_1710","lang1","TYP","1",1,23,"Auditory"
"1464","1","ABCD_1710","lang1","TYP","2",0,24,"Auditory"
"1465","2","ABCD_1710","lang1","TYP","2",1,25,"Auditory"
"1466","2","ABCD_1710","lang1","TYP","2",1,26,"Auditory"
"1467","1","ABCD_1710","lang1","TYP","1",1,27,"Auditory"
"1468","1","ABCD_1710","lang1","TYP","2",0,28,"Auditory"
"1469","1","ABCD_1710","lang1","TYP","1",1,29,"Auditory"
"1470","1","ABCD_1710","lang1","TYP","2",0,30,"Auditory"
"1471","1","ABCD_1710","lang1","TYP","1",1,31,"Auditory"
"1472","2","ABCD_1710","lang1","TYP","1",0,32,"Auditory"
"1473","2","ABCD_1711","lang2","DD","1",0,1,"Auditory"
"1474","1","ABCD_1711","lang2","DD","1",1,2,"Auditory"
"1475","1","ABCD_1711","lang2","DD","2",0,3,"Auditory"
"1476","2","ABCD_1711","lang2","DD","1",0,4,"Auditory"
"1477","1","ABCD_1711","lang2","DD","1",1,5,"Auditory"
"1478","2","ABCD_1711","lang2","DD","1",0,6,"Auditory"
"1479","2","ABCD_1711","lang2","DD","2",1,7,"Auditory"
"1480","1","ABCD_1711","lang2","DD","2",0,8,"Auditory"
"1481","2","ABCD_1711","lang2","DD","2",1,9,"Auditory"
"1482","2","ABCD_1711","lang2","DD","2",1,10,"Auditory"
"1483","2","ABCD_1711","lang2","DD","1",0,11,"Auditory"
"1484","1","ABCD_1711","lang2","DD","1",1,12,"Auditory"
"1485","2","ABCD_1711","lang2","DD","1",0,13,"Auditory"
"1486","1","ABCD_1711","lang2","DD","2",0,14,"Auditory"
"1487","1","ABCD_1711","lang2","DD","2",0,15,"Auditory"
"1488","1","ABCD_1711","lang2","DD","1",1,16,"Auditory"
"1489","1","ABCD_1711","lang2","DD","2",0,17,"Auditory"
"1490","1","ABCD_1711","lang2","DD","2",0,18,"Auditory"
"1491","2","ABCD_1711","lang2","DD","1",0,19,"Auditory"
"1492","2","ABCD_1711","lang2","DD","1",0,20,"Auditory"
"1493","1","ABCD_1711","lang2","DD","2",0,21,"Auditory"
"1494","2","ABCD_1711","lang2","DD","1",0,22,"Auditory"
"1495","2","ABCD_1711","lang2","DD","2",1,23,"Auditory"
"1496","2","ABCD_1711","lang2","DD","1",0,24,"Auditory"
"1497","2","ABCD_1711","lang2","DD","2",1,25,"Auditory"
"1498","1","ABCD_1711","lang2","DD","1",1,26,"Auditory"
"1499","1","ABCD_1711","lang2","DD","2",0,27,"Auditory"
"1500","1","ABCD_1711","lang2","DD","1",1,28,"Auditory"
"1501","2","ABCD_1711","lang2","DD","1",0,29,"Auditory"
"1502","2","ABCD_1711","lang2","DD","2",1,30,"Auditory"
"1503","2","ABCD_1711","lang2","DD","2",1,31,"Auditory"
"1504","2","ABCD_1711","lang2","DD","2",1,32,"Auditory"
"1505","1","ABCD_1714","lang1","DD","1",1,1,"Auditory"
"1506","1","ABCD_1714","lang1","DD","2",0,2,"Auditory"
"1507","1","ABCD_1714","lang1","DD","2",0,3,"Auditory"
"1508","1","ABCD_1714","lang1","DD","2",0,4,"Auditory"
"1509","1","ABCD_1714","lang1","DD","1",1,5,"Auditory"
"1510","1","ABCD_1714","lang1","DD","1",1,6,"Auditory"
"1511","1","ABCD_1714","lang1","DD","2",0,7,"Auditory"
"1512","1","ABCD_1714","lang1","DD","1",1,8,"Auditory"
"1513","2","ABCD_1714","lang1","DD","1",0,9,"Auditory"
"1514","2","ABCD_1714","lang1","DD","2",1,10,"Auditory"
"1515","2","ABCD_1714","lang1","DD","1",0,11,"Auditory"
"1516","2","ABCD_1714","lang1","DD","2",1,12,"Auditory"
"1517","1","ABCD_1714","lang1","DD","1",1,13,"Auditory"
"1518","1","ABCD_1714","lang1","DD","1",1,14,"Auditory"
"1519","2","ABCD_1714","lang1","DD","2",1,15,"Auditory"
"1520","2","ABCD_1714","lang1","DD","2",1,16,"Auditory"
"1521","2","ABCD_1714","lang1","DD","1",0,17,"Auditory"
"1522","2","ABCD_1714","lang1","DD","1",0,18,"Auditory"
"1523","1","ABCD_1714","lang1","DD","2",0,19,"Auditory"
"1524","1","ABCD_1714","lang1","DD","1",1,20,"Auditory"
"1525","1","ABCD_1714","lang1","DD","2",0,21,"Auditory"
"1526","2","ABCD_1714","lang1","DD","2",1,22,"Auditory"
"1527","2","ABCD_1714","lang1","DD","1",0,23,"Auditory"
"1528","1","ABCD_1714","lang1","DD","2",0,24,"Auditory"
"1529","1","ABCD_1714","lang1","DD","2",0,25,"Auditory"
"1530","2","ABCD_1714","lang1","DD","2",1,26,"Auditory"
"1531","2","ABCD_1714","lang1","DD","1",0,27,"Auditory"
"1532","2","ABCD_1714","lang1","DD","2",1,28,"Auditory"
"1533","1","ABCD_1714","lang1","DD","1",1,29,"Auditory"
"1534","2","ABCD_1714","lang1","DD","2",1,30,"Auditory"
"1535","2","ABCD_1714","lang1","DD","1",0,31,"Auditory"
"1536","2","ABCD_1714","lang1","DD","1",0,32,"Auditory"
"1537","1","ABCD_1716","lang2","TYP","1",1,1,"Auditory"
"1538","1","ABCD_1716","lang2","TYP","1",1,2,"Auditory"
"1539","2","ABCD_1716","lang2","TYP","2",1,3,"Auditory"
"1540","1","ABCD_1716","lang2","TYP","1",1,4,"Auditory"
"1541","1","ABCD_1716","lang2","TYP","1",1,5,"Auditory"
"1542","2","ABCD_1716","lang2","TYP","1",0,6,"Auditory"
"1543","2","ABCD_1716","lang2","TYP","2",1,7,"Auditory"
"1544","1","ABCD_1716","lang2","TYP","2",0,8,"Auditory"
"1545","2","ABCD_1716","lang2","TYP","2",1,9,"Auditory"
"1546","1","ABCD_1716","lang2","TYP","2",0,10,"Auditory"
"1547","1","ABCD_1716","lang2","TYP","1",1,11,"Auditory"
"1548","1","ABCD_1716","lang2","TYP","1",1,12,"Auditory"
"1549","2","ABCD_1716","lang2","TYP","1",0,13,"Auditory"
"1550","2","ABCD_1716","lang2","TYP","2",1,14,"Auditory"
"1551","2","ABCD_1716","lang2","TYP","2",1,15,"Auditory"
"1552","1","ABCD_1716","lang2","TYP","1",1,16,"Auditory"
"1553","2","ABCD_1716","lang2","TYP","2",1,17,"Auditory"
"1554","2","ABCD_1716","lang2","TYP","2",1,18,"Auditory"
"1555","1","ABCD_1716","lang2","TYP","1",1,19,"Auditory"
"1556","1","ABCD_1716","lang2","TYP","1",1,20,"Auditory"
"1557","2","ABCD_1716","lang2","TYP","2",1,21,"Auditory"
"1558","1","ABCD_1716","lang2","TYP","1",1,22,"Auditory"
"1559","2","ABCD_1716","lang2","TYP","2",1,23,"Auditory"
"1560","1","ABCD_1716","lang2","TYP","1",1,24,"Auditory"
"1561","2","ABCD_1716","lang2","TYP","2",1,25,"Auditory"
"1562","1","ABCD_1716","lang2","TYP","1",1,26,"Auditory"
"1563","1","ABCD_1716","lang2","TYP","2",0,27,"Auditory"
"1564","2","ABCD_1716","lang2","TYP","1",0,28,"Auditory"
"1565","1","ABCD_1716","lang2","TYP","1",1,29,"Auditory"
"1566","2","ABCD_1716","lang2","TYP","2",1,30,"Auditory"
"1567","2","ABCD_1716","lang2","TYP","2",1,31,"Auditory"
"1568","2","ABCD_1716","lang2","TYP","2",1,32,"Auditory"
"1569","1","ABCD_1720","lang1","TYP","1",1,1,"Auditory"
"1570","2","ABCD_1720","lang1","TYP","2",1,2,"Auditory"
"1571","1","ABCD_1720","lang1","TYP","2",0,3,"Auditory"
"1572","2","ABCD_1720","lang1","TYP","2",1,4,"Auditory"
"1573","1","ABCD_1720","lang1","TYP","1",1,5,"Auditory"
"1574","1","ABCD_1720","lang1","TYP","1",1,6,"Auditory"
"1575","2","ABCD_1720","lang1","TYP","2",1,7,"Auditory"
"1576","1","ABCD_1720","lang1","TYP","1",1,8,"Auditory"
"1577","1","ABCD_1720","lang1","TYP","1",1,9,"Auditory"
"1578","2","ABCD_1720","lang1","TYP","2",1,10,"Auditory"
"1579","1","ABCD_1720","lang1","TYP","1",1,11,"Auditory"
"1580","2","ABCD_1720","lang1","TYP","2",1,12,"Auditory"
"1581","1","ABCD_1720","lang1","TYP","1",1,13,"Auditory"
"1582","1","ABCD_1720","lang1","TYP","1",1,14,"Auditory"
"1583","2","ABCD_1720","lang1","TYP","2",1,15,"Auditory"
"1584","1","ABCD_1720","lang1","TYP","2",0,16,"Auditory"
"1585","1","ABCD_1720","lang1","TYP","1",1,17,"Auditory"
"1586","1","ABCD_1720","lang1","TYP","1",1,18,"Auditory"
"1587","2","ABCD_1720","lang1","TYP","2",1,19,"Auditory"
"1588","1","ABCD_1720","lang1","TYP","1",1,20,"Auditory"
"1589","1","ABCD_1720","lang1","TYP","2",0,21,"Auditory"
"1590","2","ABCD_1720","lang1","TYP","2",1,22,"Auditory"
"1591","2","ABCD_1720","lang1","TYP","1",0,23,"Auditory"
"1592","1","ABCD_1720","lang1","TYP","2",0,24,"Auditory"
"1593","2","ABCD_1720","lang1","TYP","2",1,25,"Auditory"
"1594","2","ABCD_1720","lang1","TYP","2",1,26,"Auditory"
"1595","2","ABCD_1720","lang1","TYP","1",0,27,"Auditory"
"1596","1","ABCD_1720","lang1","TYP","2",0,28,"Auditory"
"1597","2","ABCD_1720","lang1","TYP","1",0,29,"Auditory"
"1598","1","ABCD_1720","lang1","TYP","2",0,30,"Auditory"
"1599","1","ABCD_1720","lang1","TYP","1",1,31,"Auditory"
"1600","2","ABCD_1720","lang1","TYP","1",0,32,"Auditory"
"1601","2","ABCD_1721","lang2","TYP","1",0,1,"Auditory"
"1602","1","ABCD_1721","lang2","TYP","1",1,2,"Auditory"
"1603","2","ABCD_1721","lang2","TYP","2",1,3,"Auditory"
"1604","1","ABCD_1721","lang2","TYP","1",1,4,"Auditory"
"1605","1","ABCD_1721","lang2","TYP","1",1,5,"Auditory"
"1606","1","ABCD_1721","lang2","TYP","1",1,6,"Auditory"
"1607","2","ABCD_1721","lang2","TYP","2",1,7,"Auditory"
"1608","1","ABCD_1721","lang2","TYP","2",0,8,"Auditory"
"1609","1","ABCD_1721","lang2","TYP","2",0,9,"Auditory"
"1610","2","ABCD_1721","lang2","TYP","2",1,10,"Auditory"
"1611","1","ABCD_1721","lang2","TYP","1",1,11,"Auditory"
"1612","1","ABCD_1721","lang2","TYP","1",1,12,"Auditory"
"1613","2","ABCD_1721","lang2","TYP","1",0,13,"Auditory"
"1614","1","ABCD_1721","lang2","TYP","2",0,14,"Auditory"
"1615","2","ABCD_1721","lang2","TYP","2",1,15,"Auditory"
"1616","1","ABCD_1721","lang2","TYP","1",1,16,"Auditory"
"1617","1","ABCD_1721","lang2","TYP","2",0,17,"Auditory"
"1618","1","ABCD_1721","lang2","TYP","2",0,18,"Auditory"
"1619","1","ABCD_1721","lang2","TYP","1",1,19,"Auditory"
"1620","1","ABCD_1721","lang2","TYP","1",1,20,"Auditory"
"1621","2","ABCD_1721","lang2","TYP","2",1,21,"Auditory"
"1622","2","ABCD_1721","lang2","TYP","1",0,22,"Auditory"
"1623","2","ABCD_1721","lang2","TYP","2",1,23,"Auditory"
"1624","1","ABCD_1721","lang2","TYP","1",1,24,"Auditory"
"1625","2","ABCD_1721","lang2","TYP","2",1,25,"Auditory"
"1626","2","ABCD_1721","lang2","TYP","1",0,26,"Auditory"
"1627","1","ABCD_1721","lang2","TYP","2",0,27,"Auditory"
"1628","2","ABCD_1721","lang2","TYP","1",0,28,"Auditory"
"1629","1","ABCD_1721","lang2","TYP","1",1,29,"Auditory"
"1630","2","ABCD_1721","lang2","TYP","2",1,30,"Auditory"
"1631","2","ABCD_1721","lang2","TYP","2",1,31,"Auditory"
"1632","2","ABCD_1721","lang2","TYP","2",1,32,"Auditory"
"1633","1","ABCD_1724","lang2","TYP","1",1,1,"Auditory"
"1634","2","ABCD_1724","lang2","TYP","1",0,2,"Auditory"
"1635","2","ABCD_1724","lang2","TYP","2",1,3,"Auditory"
"1636","2","ABCD_1724","lang2","TYP","1",0,4,"Auditory"
"1637","1","ABCD_1724","lang2","TYP","1",1,5,"Auditory"
"1638","1","ABCD_1724","lang2","TYP","1",1,6,"Auditory"
"1639","1","ABCD_1724","lang2","TYP","2",0,7,"Auditory"
"1640","2","ABCD_1724","lang2","TYP","2",1,8,"Auditory"
"1641","2","ABCD_1724","lang2","TYP","2",1,9,"Auditory"
"1642","2","ABCD_1724","lang2","TYP","2",1,10,"Auditory"
"1643","1","ABCD_1724","lang2","TYP","1",1,11,"Auditory"
"1644","1","ABCD_1724","lang2","TYP","1",1,12,"Auditory"
"1645","1","ABCD_1724","lang2","TYP","1",1,13,"Auditory"
"1646","2","ABCD_1724","lang2","TYP","2",1,14,"Auditory"
"1647","2","ABCD_1724","lang2","TYP","2",1,15,"Auditory"
"1648","1","ABCD_1724","lang2","TYP","1",1,16,"Auditory"
"1649","2","ABCD_1724","lang2","TYP","2",1,17,"Auditory"
"1650","2","ABCD_1724","lang2","TYP","2",1,18,"Auditory"
"1651","1","ABCD_1724","lang2","TYP","1",1,19,"Auditory"
"1652","2","ABCD_1724","lang2","TYP","1",0,20,"Auditory"
"1653","2","ABCD_1724","lang2","TYP","2",1,21,"Auditory"
"1654","2","ABCD_1724","lang2","TYP","1",0,22,"Auditory"
"1655","1","ABCD_1724","lang2","TYP","2",0,23,"Auditory"
"1656","1","ABCD_1724","lang2","TYP","1",1,24,"Auditory"
"1657","2","ABCD_1724","lang2","TYP","2",1,25,"Auditory"
"1658","2","ABCD_1724","lang2","TYP","1",0,26,"Auditory"
"1659","2","ABCD_1724","lang2","TYP","2",1,27,"Auditory"
"1660","2","ABCD_1724","lang2","TYP","1",0,28,"Auditory"
"1661","1","ABCD_1724","lang2","TYP","1",1,29,"Auditory"
"1662","2","ABCD_1724","lang2","TYP","2",1,30,"Auditory"
"1663","1","ABCD_1724","lang2","TYP","2",0,31,"Auditory"
"1664","2","ABCD_1724","lang2","TYP","2",1,32,"Auditory"
"1665","1","ABCD_1725","lang1","TYP","1",1,1,"Auditory"
"1666","2","ABCD_1725","lang1","TYP","2",1,2,"Auditory"
"1667","2","ABCD_1725","lang1","TYP","2",1,3,"Auditory"
"1668","2","ABCD_1725","lang1","TYP","2",1,4,"Auditory"
"1669","1","ABCD_1725","lang1","TYP","1",1,5,"Auditory"
"1670","1","ABCD_1725","lang1","TYP","1",1,6,"Auditory"
"1671","2","ABCD_1725","lang1","TYP","2",1,7,"Auditory"
"1672","1","ABCD_1725","lang1","TYP","1",1,8,"Auditory"
"1673","1","ABCD_1725","lang1","TYP","1",1,9,"Auditory"
"1674","2","ABCD_1725","lang1","TYP","2",1,10,"Auditory"
"1675","2","ABCD_1725","lang1","TYP","1",0,11,"Auditory"
"1676","1","ABCD_1725","lang1","TYP","2",0,12,"Auditory"
"1677","2","ABCD_1725","lang1","TYP","1",0,13,"Auditory"
"1678","1","ABCD_1725","lang1","TYP","1",1,14,"Auditory"
"1679","1","ABCD_1725","lang1","TYP","2",0,15,"Auditory"
"1680","1","ABCD_1725","lang1","TYP","2",0,16,"Auditory"
"1681","1","ABCD_1725","lang1","TYP","1",1,17,"Auditory"
"1682","1","ABCD_1725","lang1","TYP","1",1,18,"Auditory"
"1683","2","ABCD_1725","lang1","TYP","2",1,19,"Auditory"
"1684","1","ABCD_1725","lang1","TYP","1",1,20,"Auditory"
"1685","1","ABCD_1725","lang1","TYP","2",0,21,"Auditory"
"1686","2","ABCD_1725","lang1","TYP","2",1,22,"Auditory"
"1687","2","ABCD_1725","lang1","TYP","1",0,23,"Auditory"
"1688","1","ABCD_1725","lang1","TYP","2",0,24,"Auditory"
"1689","2","ABCD_1725","lang1","TYP","2",1,25,"Auditory"
"1690","2","ABCD_1725","lang1","TYP","2",1,26,"Auditory"
"1691","1","ABCD_1725","lang1","TYP","1",1,27,"Auditory"
"1692","2","ABCD_1725","lang1","TYP","2",1,28,"Auditory"
"1693","2","ABCD_1725","lang1","TYP","1",0,29,"Auditory"
"1694","1","ABCD_1725","lang1","TYP","2",0,30,"Auditory"
"1695","2","ABCD_1725","lang1","TYP","1",0,31,"Auditory"
"1696","1","ABCD_1725","lang1","TYP","1",1,32,"Auditory"
"1697","1","ABCD_1728","lang2","TYP","1",1,1,"Auditory"
"1698","2","ABCD_1728","lang2","TYP","1",0,2,"Auditory"
"1699","2","ABCD_1728","lang2","TYP","2",1,3,"Auditory"
"1700","1","ABCD_1728","lang2","TYP","1",1,4,"Auditory"
"1701","1","ABCD_1728","lang2","TYP","1",1,5,"Auditory"
"1702","1","ABCD_1728","lang2","TYP","1",1,6,"Auditory"
"1703","2","ABCD_1728","lang2","TYP","2",1,7,"Auditory"
"1704","2","ABCD_1728","lang2","TYP","2",1,8,"Auditory"
"1705","2","ABCD_1728","lang2","TYP","2",1,9,"Auditory"
"1706","2","ABCD_1728","lang2","TYP","2",1,10,"Auditory"
"1707","2","ABCD_1728","lang2","TYP","1",0,11,"Auditory"
"1708","1","ABCD_1728","lang2","TYP","1",1,12,"Auditory"
"1709","1","ABCD_1728","lang2","TYP","1",1,13,"Auditory"
"1710","2","ABCD_1728","lang2","TYP","2",1,14,"Auditory"
"1711","2","ABCD_1728","lang2","TYP","2",1,15,"Auditory"
"1712","1","ABCD_1728","lang2","TYP","1",1,16,"Auditory"
"1713","2","ABCD_1728","lang2","TYP","2",1,17,"Auditory"
"1714","2","ABCD_1728","lang2","TYP","2",1,18,"Auditory"
"1715","1","ABCD_1728","lang2","TYP","1",1,19,"Auditory"
"1716","1","ABCD_1728","lang2","TYP","1",1,20,"Auditory"
"1717","2","ABCD_1728","lang2","TYP","2",1,21,"Auditory"
"1718","2","ABCD_1728","lang2","TYP","1",0,22,"Auditory"
"1719","1","ABCD_1728","lang2","TYP","2",0,23,"Auditory"
"1720","1","ABCD_1728","lang2","TYP","1",1,24,"Auditory"
"1721","2","ABCD_1728","lang2","TYP","2",1,25,"Auditory"
"1722","1","ABCD_1728","lang2","TYP","1",1,26,"Auditory"
"1723","2","ABCD_1728","lang2","TYP","2",1,27,"Auditory"
"1724","1","ABCD_1728","lang2","TYP","1",1,28,"Auditory"
"1725","1","ABCD_1728","lang2","TYP","1",1,29,"Auditory"
"1726","2","ABCD_1728","lang2","TYP","2",1,30,"Auditory"
"1727","2","ABCD_1728","lang2","TYP","2",1,31,"Auditory"
"1728","2","ABCD_1728","lang2","TYP","2",1,32,"Auditory"
"1729","1","ABCD_1729","lang1","TYP","1",1,1,"Auditory"
"1730","2","ABCD_1729","lang1","TYP","2",1,2,"Auditory"
"1731","1","ABCD_1729","lang1","TYP","2",0,3,"Auditory"
"1732","2","ABCD_1729","lang1","TYP","2",1,4,"Auditory"
"1733","1","ABCD_1729","lang1","TYP","1",1,5,"Auditory"
"1734","1","ABCD_1729","lang1","TYP","1",1,6,"Auditory"
"1735","1","ABCD_1729","lang1","TYP","2",0,7,"Auditory"
"1736","2","ABCD_1729","lang1","TYP","1",0,8,"Auditory"
"1737","2","ABCD_1729","lang1","TYP","1",0,9,"Auditory"
"1738","2","ABCD_1729","lang1","TYP","2",1,10,"Auditory"
"1739","2","ABCD_1729","lang1","TYP","1",0,11,"Auditory"
"1740","1","ABCD_1729","lang1","TYP","2",0,12,"Auditory"
"1741","2","ABCD_1729","lang1","TYP","1",0,13,"Auditory"
"1742","2","ABCD_1729","lang1","TYP","1",0,14,"Auditory"
"1743","2","ABCD_1729","lang1","TYP","2",1,15,"Auditory"
"1744","2","ABCD_1729","lang1","TYP","2",1,16,"Auditory"
"1745","1","ABCD_1729","lang1","TYP","1",1,17,"Auditory"
"1746","2","ABCD_1729","lang1","TYP","1",0,18,"Auditory"
"1747","2","ABCD_1729","lang1","TYP","2",1,19,"Auditory"
"1748","2","ABCD_1729","lang1","TYP","1",0,20,"Auditory"
"1749","2","ABCD_1729","lang1","TYP","2",1,21,"Auditory"
"1750","2","ABCD_1729","lang1","TYP","2",1,22,"Auditory"
"1751","2","ABCD_1729","lang1","TYP","1",0,23,"Auditory"
"1752","1","ABCD_1729","lang1","TYP","2",0,24,"Auditory"
"1753","1","ABCD_1729","lang1","TYP","2",0,25,"Auditory"
"1754","1","ABCD_1729","lang1","TYP","2",0,26,"Auditory"
"1755","2","ABCD_1729","lang1","TYP","1",0,27,"Auditory"
"1756","2","ABCD_1729","lang1","TYP","2",1,28,"Auditory"
"1757","2","ABCD_1729","lang1","TYP","1",0,29,"Auditory"
"1758","2","ABCD_1729","lang1","TYP","2",1,30,"Auditory"
"1759","1","ABCD_1729","lang1","TYP","1",1,31,"Auditory"
"1760","1","ABCD_1729","lang1","TYP","1",1,32,"Auditory"
"1761","1","ABCD_1730","lang2","TYP","1",1,1,"Auditory"
"1762","2","ABCD_1730","lang2","TYP","1",0,2,"Auditory"
"1763","2","ABCD_1730","lang2","TYP","2",1,3,"Auditory"
"1764","1","ABCD_1730","lang2","TYP","1",1,4,"Auditory"
"1765","1","ABCD_1730","lang2","TYP","1",1,5,"Auditory"
"1766","1","ABCD_1730","lang2","TYP","1",1,6,"Auditory"
"1767","2","ABCD_1730","lang2","TYP","2",1,7,"Auditory"
"1768","2","ABCD_1730","lang2","TYP","2",1,8,"Auditory"
"1769","1","ABCD_1730","lang2","TYP","2",0,9,"Auditory"
"1770","1","ABCD_1730","lang2","TYP","2",0,10,"Auditory"
"1771","1","ABCD_1730","lang2","TYP","1",1,11,"Auditory"
"1772","1","ABCD_1730","lang2","TYP","1",1,12,"Auditory"
"1773","1","ABCD_1730","lang2","TYP","1",1,13,"Auditory"
"1774","2","ABCD_1730","lang2","TYP","2",1,14,"Auditory"
"1775","2","ABCD_1730","lang2","TYP","2",1,15,"Auditory"
"1776","2","ABCD_1730","lang2","TYP","1",0,16,"Auditory"
"1777","2","ABCD_1730","lang2","TYP","2",1,17,"Auditory"
"1778","1","ABCD_1730","lang2","TYP","2",0,18,"Auditory"
"1779","1","ABCD_1730","lang2","TYP","1",1,19,"Auditory"
"1780","1","ABCD_1730","lang2","TYP","1",1,20,"Auditory"
"1781","1","ABCD_1730","lang2","TYP","2",0,21,"Auditory"
"1782","2","ABCD_1730","lang2","TYP","1",0,22,"Auditory"
"1783","1","ABCD_1730","lang2","TYP","2",0,23,"Auditory"
"1784","1","ABCD_1730","lang2","TYP","1",1,24,"Auditory"
"1785","1","ABCD_1730","lang2","TYP","2",0,25,"Auditory"
"1786","2","ABCD_1730","lang2","TYP","1",0,26,"Auditory"
"1787","1","ABCD_1730","lang2","TYP","2",0,27,"Auditory"
"1788","1","ABCD_1730","lang2","TYP","1",1,28,"Auditory"
"1789","1","ABCD_1730","lang2","TYP","1",1,29,"Auditory"
"1790","2","ABCD_1730","lang2","TYP","2",1,30,"Auditory"
"1791","1","ABCD_1730","lang2","TYP","2",0,31,"Auditory"
"1792","2","ABCD_1730","lang2","TYP","2",1,32,"Auditory"
"1793","1","ABCD_1732","lang1","TYP","1",1,1,"Auditory"
"1794","1","ABCD_1732","lang1","TYP","2",0,2,"Auditory"
"1795","2","ABCD_1732","lang1","TYP","2",1,3,"Auditory"
"1796","2","ABCD_1732","lang1","TYP","2",1,4,"Auditory"
"1797","1","ABCD_1732","lang1","TYP","1",1,5,"Auditory"
"1798","1","ABCD_1732","lang1","TYP","1",1,6,"Auditory"
"1799","1","ABCD_1732","lang1","TYP","2",0,7,"Auditory"
"1800","1","ABCD_1732","lang1","TYP","1",1,8,"Auditory"
"1801","1","ABCD_1732","lang1","TYP","1",1,9,"Auditory"
"1802","1","ABCD_1732","lang1","TYP","2",0,10,"Auditory"
"1803","2","ABCD_1732","lang1","TYP","1",0,11,"Auditory"
"1804","1","ABCD_1732","lang1","TYP","2",0,12,"Auditory"
"1805","1","ABCD_1732","lang1","TYP","1",1,13,"Auditory"
"1806","1","ABCD_1732","lang1","TYP","1",1,14,"Auditory"
"1807","1","ABCD_1732","lang1","TYP","2",0,15,"Auditory"
"1808","1","ABCD_1732","lang1","TYP","2",0,16,"Auditory"
"1809","1","ABCD_1732","lang1","TYP","1",1,17,"Auditory"
"1810","1","ABCD_1732","lang1","TYP","1",1,18,"Auditory"
"1811","1","ABCD_1732","lang1","TYP","2",0,19,"Auditory"
"1812","1","ABCD_1732","lang1","TYP","1",1,20,"Auditory"
"1813","1","ABCD_1732","lang1","TYP","2",0,21,"Auditory"
"1814","1","ABCD_1732","lang1","TYP","2",0,22,"Auditory"
"1815","1","ABCD_1732","lang1","TYP","1",1,23,"Auditory"
"1816","1","ABCD_1732","lang1","TYP","2",0,24,"Auditory"
"1817","1","ABCD_1732","lang1","TYP","2",0,25,"Auditory"
"1818","2","ABCD_1732","lang1","TYP","2",1,26,"Auditory"
"1819","1","ABCD_1732","lang1","TYP","1",1,27,"Auditory"
"1820","2","ABCD_1732","lang1","TYP","2",1,28,"Auditory"
